mp_ref	mp	term_ref	term	constituency_ref	constituency	party_ref	party	start	election_ref	election	end	cause_ref	cause
<http://www.wikidata.org/entity/Q13530048>	Harold Macdonald Steward	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q7618170>	Stockport South	<http://www.wikidata.org/entity/Q9626>	Conservative Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13530051>	Sir Henry Studholme, 1st Baronet	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q7689122>	Tavistock	<http://www.wikidata.org/entity/Q9626>	Conservative Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13530058>	John Tilney	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q42298198>	Liverpool Wavertree	<http://www.wikidata.org/entity/Q9626>	Conservative Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13530061>	John Vaughan-Morgan, Baron Reigate	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q1032065>	Reigate	<http://www.wikidata.org/entity/Q9626>	Conservative Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13530075>	John Woollam	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q1080299>	Liverpool West Derby	<http://www.wikidata.org/entity/Q9626>	Conservative Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q14948945>	William Grant, Lord Grant	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q5566963>	Glasgow Woodside	<http://www.wikidata.org/entity/Q7886824>	Unionist Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15054299>	Anthony Greenwood, Baron Greenwood of Rossendale	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q7369780>	Rossendale	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15055971>	Harold Davies, Baron Davies of Leek	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q6516209>	Leek	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15070153>	Alfred Broughton	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q4869322>	Batley and Morley	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q1508595>	George Wigg, Baron Wigg	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q978713>	Dudley	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15229376>	Lena Jeger, Baroness Jeger	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q5878698>	Holborn and St Pancras South	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15461373>	John Paton	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q1051488>	Norwich North	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q1586577>	Harry Hylton-Foster	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q4120287>	City of York	<http://www.wikidata.org/entity/Q9626>	Conservative Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15968114>	Patricia McLaughlin	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q751608>	Belfast West	<http://www.wikidata.org/entity/Q841045>	Ulster Unionist Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15968427>	Mary McAlister	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q5566861>	Glasgow Kelvingrove	<http://www.wikidata.org/entity/Q9630>	Labour Party	1958-03-13	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15969400>	Harriet Slater	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q988278>	Stoke-on-Trent North	<http://www.wikidata.org/entity/Q6467393>	Labour Co-operative	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15998778>	Patrick Bartley	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q5093419>	Chester-le-Street	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1956-06-25	<http://www.wikidata.org/entity/Q5247364>	death in office
<http://www.wikidata.org/entity/Q15999312>	James Harrison	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q1051300>	Nottingham North	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-05-02	<http://www.wikidata.org/entity/Q5247364>	death in office
<http://www.wikidata.org/entity/Q15999959>	William Rupert Rees-Davies	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q16848872>	Isle of Thanet	<http://www.wikidata.org/entity/Q9626>	Conservative Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16000300>	John Henry Jones	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q1031928>	Rotherham	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16000418>	John Taylor	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q7985812>	West Lothian	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16003771>	Samuel Viant	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q8003689>	Willesden West	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16003777>	Henry White	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q1032512>	North East Derbyshire	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16007033>	Horace Holmes	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q3337141>	Hemsworth	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16007644>	Charles Howell	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q3136734>	Birmingham Perry Barr	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16007970>	William Ainsley	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q1051601>	North West Durham	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16008683>	Harold Finch	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q4879467>	Bedwellty	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16011273>	Harry Hynd	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q4672871>	Accrington	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16012745>	Joyce Butler	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q8032204>	Wood Green	<http://www.wikidata.org/entity/Q6467393>	Labour Co-operative	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16013765>	Henry Usborne	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q1077778>	Birmingham Yardley	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16013991>	Robert Woof	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q3134218>	Blaydon	<http://www.wikidata.org/entity/Q9630>	Labour Party	1956-02-02	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16072674>	Harold Neal	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q3137680>	Bolsover	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16079015>	Jack McCann	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q1032004>	Rochdale	<http://www.wikidata.org/entity/Q9630>	Labour Party	1958-02-12	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16091939>	Tom Mitchell	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q751660>	Mid Ulster	<http://www.wikidata.org/entity/Q76382>	Sinn Féin	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1955-07-18	<http://www.wikidata.org/entity/Q40430404>	disqualification
<http://www.wikidata.org/entity/Q16091939>	Tom Mitchell	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q751660>	Mid Ulster	<http://www.wikidata.org/entity/Q76382>	Sinn Féin	1955-08-11	<http://www.wikidata.org/entity/Q6841035>	1955 Mid Ulster by-election	1955-10-07	<http://www.wikidata.org/entity/Q13634247>	election petition
<http://www.wikidata.org/entity/Q1618119>	Hilary Marquand	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q6841848>	Middlesbrough East	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q1627883>	Horace King, Baron Maybray-King	<http://www.wikidata.org/entity/Q21084458>	41st United Kingdom Parliament	<http://www.wikidata.org/entity/Q988625>	Southampton Itchen	<http://www.wikidata.org/entity/Q9630>	Labour Party	1955-05-26	<http://www.wikidata.org/entity/Q918412>	1955 United Kingdom general election	1959-09-18	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
