mp_ref	mp	term_ref	term	constituency_ref	constituency	party_ref	party	start	election_ref	election	end	cause_ref	cause
<http://www.wikidata.org/entity/Q15998793>	Harry Cunningham Brodie	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q1032065>	Reigate		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15998931>	Thomas Bethell	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189424>	Maldon	<http://www.wikidata.org/entity/Q622441>	Liberal Party	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15999385>	John William Howard Thompson	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q5329407>	East Somerset		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16022822>	John Meir Astbury	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q988601>	Southport		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16023275>	John Muldoon	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q5329680>	East Wicklow		nan	1907-07-29	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16023302>	John Philipps, 1st Viscount St Davids	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7161988>	Pembrokeshire		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1908-06-29	<http://www.wikidata.org/entity/Q796919>	resignation
<http://www.wikidata.org/entity/Q16023409>	William Clough	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7535845>	Skipton		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16026150>	Sir George Clark, 1st Baronet	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q43022117>	Belfast North		nan	1907-04-17	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16026156>	Charles Corbett	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q593845>	East Grinstead		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16026997>	Hudson Kearley, 1st Viscount Devonport	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56166269>	Plymouth Devonport		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16029212>	Sir Francis Layland-Barratt, 1st Baronet	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7826776>	Torquay		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16029214>	Sir Maurice Levy, 1st Baronet	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q1077598>	Loughborough		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16029227>	Thomas Bateman Napier	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q5438571>	Faversham		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16029286>	Sir John Barlow, 1st Baronet	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q5505727>	Frome		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16029329>	John Sharp Higham	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7571870>	Sowerby		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16029933>	Harry Liddell	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7984985>	West Down		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1907-08-21	<http://www.wikidata.org/entity/Q796919>	resignation
<http://www.wikidata.org/entity/Q16030123>	Llewellyn Atherley-Jones	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q45594683>	Durham North Western	<http://www.wikidata.org/entity/Q622441>	Liberal Party	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16030168>	Alfred Paget Hedges	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7852826>	Tunbridge		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16030599>	Sir John Harmood-Banner, 1st Baronet	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q6658422>	Liverpool Everton	<http://www.wikidata.org/entity/Q9626>	Conservative Party	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16030721>	Sir Osmond Williams, 1st Baronet	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q6819499>	Merioneth		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16030881>	Hugh Lea	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7595035>	St Pancras East		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16031068>	James Carrige Rushe Lardner	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7056135>	North Monaghan		nan	1907-06-20	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16031292>	Herbert Raphael	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q43291190>	Derbyshire Southern		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16031311>	Thomas Ball Silcock	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q874666>	Wells		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16031339>	David Waterlow	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q1077552>	Islington North		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16031440>	Alan Coulston Gardner	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7369157>	Ross		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1907-12-25	<http://www.wikidata.org/entity/Q5247364>	death in office
<http://www.wikidata.org/entity/Q16031624>	Henry de Rosenbach Walker	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q6813781>	Melton		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16031736>	Hugh Fullerton	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q5348256>	Egremont		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16031849>	John Williams	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q1077357>	Gower		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16037702>	James Halpin	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7984742>	West Clare		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1909-07-26	<http://www.wikidata.org/entity/Q5247364>	death in office
<http://www.wikidata.org/entity/Q16037711>	James Patrick Farrell	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q16931189>	North Longford		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1910-01-10	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16037763>	Patrick Aloysius McHugh	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q16931796>	North Sligo		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1909-05-30	<http://www.wikidata.org/entity/Q5247364>	death in office
<http://www.wikidata.org/entity/Q16037763>	Patrick Aloysius McHugh	<http://www.wikidata.org/entity/Q21084445>	28th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7055938>	North Leitrim		nan	1906-01-12	<http://www.wikidata.org/entity/Q3076606>	1906 United Kingdom general election	1906-02-19	<http://www.wikidata.org/entity/Q50393121>	returned for another seat and chose to sit there
