mp_ref	mp	term_ref	term	constituency_ref	constituency	party_ref	party	start	election_ref	election	end	cause_ref	cause
<http://www.wikidata.org/entity/Q13377499>	Richard Gardner	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q6519147>	Leicester		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1856-06-04	<http://www.wikidata.org/entity/Q5247364>	death in office
<http://www.wikidata.org/entity/Q13529858>	Henry Butler-Johnstone	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189405>	Canterbury		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1853-02-21	<http://www.wikidata.org/entity/Q13634247>	election petition
<http://www.wikidata.org/entity/Q13529913>	William Gordon	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q4667029>	Aberdeenshire		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1854-08-01	<http://www.wikidata.org/entity/Q796919>	resignation
<http://www.wikidata.org/entity/Q13529921>	Lawrence Palk, 1st Baron Haldon	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7567036>	South Devon		nan	1854-02-14	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13529927>	George Harcourt	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q612645>	Oxfordshire		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13529945>	Thomas Horsfall	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q5261411>	Derby		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1853-03-09	<http://www.wikidata.org/entity/Q13634247>	election petition
<http://www.wikidata.org/entity/Q13529945>	Thomas Horsfall	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56166279>	Liverpool		nan	1853-07-09	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13529986>	Lord George Manners	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q42298207>	Cambridgeshire		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13530008>	Robert Nisbet-Hamilton	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7055951>	North Lincolnshire		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13530009>	Gerard Noel	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56185627>	Rutland		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13530050>	Henry Stuart	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56185629>	Bedford		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1854-10-26	<http://www.wikidata.org/entity/Q5247364>	death in office
<http://www.wikidata.org/entity/Q13530063>	Harry Spencer Waddington	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q26159921>	Western Division of Suffolk		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13530071>	Henry Wickham Wickham	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q4954575>	Bradford		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q13530077>	Henry Wyndham	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189478>	Cockermouth	<http://www.wikidata.org/entity/Q9626>	Conservative Party	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q1372753>	John Henry Gurney Sr.	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189456>	King's Lynn		nan	1854-09-16	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q14945417>	Robert Grosvenor, 1st Baron Ebury	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q6841887>	Middlesex		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15039933>	John George	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q5177778>	County Wexford		nan	1852-07-26	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15039950>	Henry Singer Keating	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56166277>	Reading		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q1506864>	George Anson	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q47517321>	Staffordshire Southern		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1853-08-01	<http://www.wikidata.org/entity/Q796919>	resignation
<http://www.wikidata.org/entity/Q15434224>	John Benjamin Smith	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q43288260>	Stockport		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15443188>	Joseph Brotherton	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189357>	Salford		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-01-07	<http://www.wikidata.org/entity/Q5247364>	death in office
<http://www.wikidata.org/entity/Q15452761>	John Abel Smith	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56185655>	Chichester		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15456236>	William Williams	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q6481408>	Lambeth		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15460648>	Walter Long	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q47413158>	Wiltshire Northern		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15725713>	John Townshend, 4th Marquess Townshend	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189365>	Tamworth		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1855-12-31	<http://www.wikidata.org/entity/Q46992747>	succession to a peerage
<http://www.wikidata.org/entity/Q157259>	John Russell, 1st Earl Russell	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56166278>	City of London	<http://www.wikidata.org/entity/Q108700>	Whigs	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q157691>	Edward Ellice	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56185582>	Coventry		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15989854>	John Bonham-Carter	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189475>	Winchester		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15990065>	Edward John Hutchins	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189461>	Lymington		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q15990151>	William Alexander Mackinnon	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q43291368>	Rye		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1853-03-07	<http://www.wikidata.org/entity/Q13634247>	election petition
<http://www.wikidata.org/entity/Q15994825>	James Whatman	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56185604>	Maidstone		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16062446>	James Johnston Clark	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q42890711>	Londonderry County		nan	1857-03-09	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16062564>	James Pilkington	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q43291394>	Blackburn		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16062609>	Samuel Christy-Miller	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189399>	Newcastle-under-Lyme		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16062840>	John Bramley-Moore	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189425>	Maldon	<http://www.wikidata.org/entity/Q9626>	Conservative Party	1854-08-17	<http://www.wikidata.org/entity/Q97291160>	1854 Maldon by-election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16062870>	Sir Alexander Matheson, 1st Baronet	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q6060209>	Inverness Burghs		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16063094>	Sir John Rivett-Carnac, 2nd Baronet	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189461>	Lymington		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16063156>	Richard Malins	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7963098>	Wallingford		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16063316>	William Lee	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56185604>	Maidstone		nan	1853-05-16	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16063401>	Martin Tucker Smith	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56166297>	Wycombe		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16063633>	Edward Royd Rice	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189408>	Dover		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16063838>	Henry Danby Seymour	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189398>	Poole		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16063927>	Thomas Conolly	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q5295601>	Donegal		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16063945>	John Hope-Johnstone	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q5313811>	Dumfriesshire		nan	1857-02-12	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16065383>	Thomas Challis	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q45819791>	Finsbury		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16065470>	Ernest Vaughan, 4th Earl of Lisburne	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q1077398>	Ceredigion		nan	1854-02-22	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16065524>	Francis Crossley	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56166276>	Halifax		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16065605>	Sir William Verner, 1st Baronet	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q43021882>	Armagh		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16065606>	Joshua Walmsley	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q6519147>	Leicester		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16065804>	Henry Lygon, 5th Earl Beauchamp	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q47412653>	Worcestershire Western		nan	1853-02-28	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16065913>	John Lloyd Vaughan Watkins	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q4960072>	Brecon		nan	1854-02-06	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16065945>	Francis Scully	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7808888>	Tipperary		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16065995>	Henry Cavendish, 3rd Baron Waterpark	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q56189362>	Lichfield		nan	1854-05-09	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1856-05-01	<http://www.wikidata.org/entity/Q796919>	resignation
<http://www.wikidata.org/entity/Q16066050>	Frederick Richard West	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q16829343>	Denbigh Boroughs		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16066097>	William Masters Smith	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7985607>	West Kent		nan	1852-07-12	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16066164>	Sir Joseph Bailey, 1st Baronet	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q4960089>	Breconshire		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16066168>	Thomas William Booker-Blakemore	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q5738069>	Herefordshire		nan	1852-07-07	<http://www.wikidata.org/entity/Q3943728>	1852 United Kingdom general election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
<http://www.wikidata.org/entity/Q16066203>	Michael Williams	<http://www.wikidata.org/entity/Q21084433>	16th United Kingdom Parliament	<http://www.wikidata.org/entity/Q7984874>	West Cornwall		nan	1853-07-18	<http://www.wikidata.org/entity/Q7864918>	UK Parliamentary by-election	1857-03-21	<http://www.wikidata.org/entity/Q741182>	dissolution of parliament
